iter	Passed	Remaining
174	7680	36207
175	7726	36175
176	7768	36123
177	7808	36057
178	7849	36001
179	7886	35925
180	7926	35864
181	7970	35825
182	8018	35799
183	8063	35757
184	8103	35699
185	8147	35655
186	8190	35610
187	8234	35565
188	8278	35521
189	8323	35484
190	8367	35440
191	8408	35385
192	8457	35365
193	8503	35330
194	8547	35286
195	8586	35223
196	8628	35172
197	8665	35099
198	8707	35049
199	8750	35003
200	8794	34958
201	8840	34924
202	8892	34914
203	8936	34868
204	8981	34829
205	9024	34784
206	9066	34732
207	9112	34695
208	9151	34637
209	9190	34575
210	9233	34526
211	9277	34483
212	9326	34458
213	9368	34410
214	9411	34362
215	9455	34318
216	9498	34273
217	9540	34221
218	9582	34172
219	9620	34109
220	9659	34049
221	9703	34005
222	9753	33983
223	9786	33902
224	9826	33846
225	9868	33797
226	9912	33756
227	9958	33718
228	9994	33649
229	10036	33598
230	10075	33542
231	10116	33487
232	10162	33452
233	10203	33402
234	10244	33350
235	10287	33304
236	10332	33264
237	10375	33219
238	10417	33171
239	10459	33122
240	10500	33070
241	10546	33034
242	10592	32999
243	10626	32923
244	10666	32869
245	10708	32820
246	10754	32786
247	10795	32733
248	10836	32683
249	10869	32609
250	10912	32562
251	10960	32532
252	10997	32470
253	11030	32395
254	11072	32348
255	11111	32293
256	11151	32240
257	11193	32191
258	11237	32149
259	11279	32103
260	11322	32058
261	11366	32017
262	11413	31983
263	11437	31885
264	11477	31834
265	11522	31795
266	11563	31746
267	11604	31697
268	11649	31657
269	11690	31607
270	11743	31590
271	11785	31543
272	11830	31504
273	11872	31457
274	11899	31370
275	11941	31324
276	11985	31284
277	12029	31241
278	12073	31201
279	12106	31130
280	12150	31089
281	12195	31050
282	12240	31011
283	12272	30940
284	12320	30909
285	12360	30857
286	12401	30810
287	12446	30770
288	12483	30712
289	12539	30700
290	12585	30663
291	12642	30653
292	12688	30615
293	12719	30543
294	12739	30445
295	12789	30418
296	12815	30335
297	12862	30300
298	12905	30257
299	12932	30175
300	12976	30135
301	13007	30063
302	13058	30037
303	13078	29942
304	13123	29904
305	13171	29872
306	13217	29836
307	13261	29796
308	13308	29760
309	13353	29723
310	13389	29663
311	13438	29632
312	13462	29549
313	13501	29497
314	13546	29458
315	13587	29410
316	13634	29376
317	13689	29359
318	13750	29354
319	13801	29328
320	13831	29257
321	13876	29217
322	13924	29185
323	13960	29127
324	13989	29056
325	14019	28984
326	14066	28950
327	14095	28879
328	14144	28847
329	14172	28774
330	14200	28701
331	14245	28663
332	14284	28611
333	14330	28575
334	14373	28533
335	14393	28443
336	14414	28358
337	14437	28277
338	14475	28225
339	14522	28190
340	14553	28124
341	14597	28085
342	14631	28026
343	14671	27978
344	14713	27935
345	14758	27895
346	14801	27854
347	14836	27796
348	14870	27737
349	14891	27656
350	14914	27577
351	14939	27502
352	14961	27423
353	14996	27367
354	15045	27335
355	15076	27273
356	15119	27232
357	15147	27164
358	15187	27116
359	15217	27053
360	15246	26986
361	15286	26941
362	15338	26916
363	15390	26891
364	15417	26822
365	15440	26745
366	15484	26707
367	15509	26636
368	15542	26578
369	15585	26538
370	15625	26492
371	15671	26456
372	15702	26395
373	15749	26362
374	15779	26298
375	15824	26261
376	15870	26227
377	15903	26168
378	15933	26106
379	15970	26057
380	16007	26007
381	16055	25974
382	16086	25915
383	16119	25858
384	16161	25816
385	16197	25764
386	16218	25689
387	16246	25626
388	16290	25587
389	16327	25537
390	16368	25494
391	16392	25424
392	16428	25373
393	16478	25344
394	16528	25316
395	16552	25247
396	16602	25216
397	16621	25140
398	16669	25109
399	16685	25027
400	16729	24989
401	16775	24954
402	16806	24897
403	16832	24832
404	16879	24798
405	16909	24739
406	16957	24706
407	16986	24646
408	17015	24587
409	17044	24527
410	17082	24480
411	17119	24432
412	17170	24403
413	17218	24371
414	17255	24323
415	17285	24265
416	17313	24205
417	17340	24143
418	17367	24082
419	17388	24012
420	17416	23953
421	17440	23887
422	17483	23848
423	17512	23790
424	17537	23727
425	17576	23682
426	17612	23634
427	17673	23619
428	17716	23581
429	17759	23541
430	17787	23482
431	17816	23425
432	17863	23391
433	17879	23317
434	17908	23259
435	17955	23227
436	17974	23157
437	18032	23137
438	18067	23088
439	18105	23043
440	18142	22997
441	18196	22971
442	18225	22915
443	18270	22879
444	18290	22812
445	18324	22761
446	18339	22688
447	18379	22646
448	18420	22605
449	18446	22546
450	18481	22497
451	18502	22432
452	18546	22395
453	18576	22340
454	18619	22302
455	18641	22239
456	18664	22176
457	18692	22121
458	18726	22071
459	18762	22025
460	18789	21969
461	18834	21932
462	18884	21902
463	18929	21866
464	18974	21831
465	19016	21791
466	19052	21744
467	19079	21689
468	19108	21634
469	19148	21593
470	19192	21555
471	19221	21501
472	19240	21436
473	19275	21390
474	19291	21322
475	19307	21254
476	19323	21187
477	19350	21131
478	19399	21100
479	19415	21033
480	19430	20965
481	19477	20932
482	19492	20864
483	19512	20802
484	19544	20752
485	19565	20693
486	19580	20626
487	19596	20560
488	19612	20495
489	19627	20429
490	19672	20393
491	19702	20343
492	19718	20278
493	19765	20245
494	19792	20192
495	19838	20158
496	19881	20121
497	19925	20085
498	19946	20026
499	19961	19961
500	19981	19901
501	20024	19864
502	20070	19831
503	20110	19791
504	20136	19737
505	20179	19701
506	20193	19635
507	20232	19595
508	20245	19529
509	20286	19491
510	20305	19431
511	20322	19369
512	20357	19325
513	20377	19267
514	20420	19231
515	20454	19186
516	20476	19130
517	20518	19092
518	20543	19038
519	20580	18997
520	20601	18941
521	20629	18890
522	20643	18827
523	20686	18791
524	20703	18731
525	20724	18675
526	20762	18635
527	20776	18572
528	20791	18511
529	20805	18449
530	20819	18388
531	20837	18331
532	20864	18280
533	20913	18250
534	20937	18197
535	20961	18145
536	21004	18109
537	21026	18056
538	21066	18018
539	21112	17984
540	21135	17931
541	21150	17872
542	21168	17815
543	21189	17762
544	21212	17709
545	21236	17658
546	21256	17603
547	21270	17544
548	21289	17489
549	21331	17453
550	21352	17399
551	21393	17362
552	21415	17310
553	21463	17279
554	21489	17229
555	21529	17192
556	21549	17138
557	21577	17092
558	21611	17049
559	21631	16996
560	21678	16964
561	21723	16930
562	21739	16873
563	21763	16824
564	21788	16775
565	21829	16738
566	21853	16688
567	21869	16633
568	21889	16580
569	21912	16530
570	21936	16480
571	21960	16431
572	21997	16392
573	22043	16360
574	22059	16304
575	22081	16254
576	22097	16199
577	22144	16167
578	22164	16116
579	22188	16067
580	22228	16030
581	22252	15982
582	22296	15948
583	22312	15893
584	22332	15842
585	22352	15791
586	22367	15737
587	22391	15689
588	22412	15639
589	22435	15591
590	22451	15537
591	22479	15492
592	22499	15442
593	22548	15412
594	22590	15376
595	22606	15323
596	22647	15288
597	22666	15237
598	22683	15185
599	22721	15147
600	22736	15094
601	22759	15047
602	22802	15012
603	22820	14961
604	22843	14914
605	22886	14879
606	22926	14843
607	22971	14810
608	22987	14758
609	23008	14710
610	23021	14657
611	23044	14610
612	23058	14557
613	23073	14505
614	23116	14471
615	23139	14424
616	23161	14377
617	23183	14330
618	23197	14277
619	23239	14243
620	23260	14196
621	23308	14165
622	23322	14113
623	23339	14063
624	23367	14020
625	23386	13972
626	23429	13938
627	23443	13886
628	23455	13834
629	23494	13798
630	23536	13763
631	23566	13722
632	23589	13676
633	23634	13643
634	23655	13597
635	23697	13562
636	23711	13512
637	23724	13461
638	23741	13412
639	23754	13361
640	23770	13312
641	23787	13264
642	23802	13215
643	23853	13185
644	23884	13145
645	23898	13096
646	23916	13048
647	23930	12999
648	23955	12955
649	23998	12922
650	24014	12873
651	24059	12841
652	24080	12796
653	24095	12747
654	24112	12700
655	24141	12659
656	24169	12618
657	24209	12583
658	24249	12547
659	24290	12513
660	24329	12477
661	24366	12440
662	24389	12397
663	24406	12350
664	24421	12302
665	24445	12259
666	24487	12225
667	24528	12190
668	24560	12151
669	24575	12104
670	24590	12056
671	24606	12010
672	24627	11965
673	24671	11933
674	24697	11891
675	24738	11856
676	24750	11808
677	24791	11774
678	24807	11727
679	24834	11686
680	24878	11653
681	24920	11619
682	24975	11591
683	25014	11556
684	25048	11518
685	25089	11484
686	25119	11444
687	25146	11403
688	25191	11370
689	25231	11335
690	25272	11301
691	25315	11267
692	25356	11232
693	25383	11191
694	25398	11146
695	25439	11111
696	25453	11065
697	25479	11024
698	25507	10983
699	25548	10949
700	25594	10917
701	25644	10886
702	25663	10842
703	25680	10797
704	25694	10751
705	25735	10717
706	25750	10671
707	25790	10636
708	25828	10600
709	25853	10559
710	25868	10514
711	25914	10482
712	25963	10450
713	25984	10408
714	26012	10368
715	26029	10324
716	26068	10289
717	26111	10255
718	26126	10210
719	26196	10187
720	26246	10156
721	26279	10118
722	26320	10083
723	26335	10039
724	26363	10000
725	26405	9965
726	26430	9925
727	26471	9890
728	26505	9853
729	26526	9811
730	26557	9772
731	26607	9741
732	26623	9697
733	26666	9663
734	26685	9621
735	26723	9585
736	26763	9550
737	26793	9511
738	26808	9468
739	26827	9425
740	26861	9388
741	26887	9349
742	26935	9316
743	26980	9283
744	27008	9244
745	27049	9209
746	27086	9173
747	27129	9140
748	27173	9106
749	27211	9070
750	27252	9035
751	27282	8997
752	27299	8954
753	27327	8916
754	27365	8880
755	27405	8845
756	27420	8802
757	27439	8760
758	27457	8718
759	27476	8676
760	27497	8635
761	27515	8593
762	27534	8552
763	27580	8519
764	27596	8477
765	27610	8434
766	27652	8400
767	27666	8357
768	27705	8322
769	27720	8280
770	27761	8245
771	27794	8208
772	27839	8175
773	27883	8141
774	27928	8108
775	27943	8066
776	27985	8031
777	28027	7997
778	28044	7956
779	28088	7922
780	28141	7891
781	28179	7855
782	28214	7819
783	28247	7782
784	28269	7742
785	28311	7708
786	28336	7669
787	28369	7632
788	28387	7591
789	28428	7556
790	28444	7515
791	28461	7474
792	28510	7442
793	28526	7401
794	28566	7366
795	28584	7325
796	28613	7287
797	28638	7249
798	28665	7211
799	28707	7176
800	28740	7140
801	28756	7099
802	28779	7060
803	28825	7027
804	28846	6987
805	28868	6948
806	28883	6907
807	28929	6874
808	28951	6835
809	28992	6800
810	29034	6766
811	29076	6732
812	29107	6695
813	29137	6657
814	29180	6623
815	29221	6589
816	29253	6552
817	29273	6513
818	29302	6475
819	29341	6440
820	29383	6406
821	29406	6367
822	29431	6329
823	29476	6295
824	29522	6262
825	29547	6224
826	29570	6185
827	29597	6148
828	29617	6109
829	29645	6071
830	29685	6037
831	29730	6003
832	29778	5969
833	29804	5932
834	29844	5897
835	29872	5860
836	29918	5826
837	29946	5789
838	29963	5749
839	29992	5712
840	30036	5678
841	30069	5642
842	30085	5603
843	30102	5564
844	30152	5531
845	30173	5492
846	30192	5453
847	30212	5415
848	30252	5380
849	30266	5341
850	30282	5302
851	30329	5268
852	30368	5233
853	30394	5196
854	30420	5158
855	30447	5122
856	30460	5082
857	30475	5043
858	30492	5005
859	30507	4966
860	30532	4929
861	30570	4894
862	30587	4855
863	30606	4817
864	30637	4781
865	30667	4745
866	30701	4709
867	30717	4671
868	30762	4637
869	30797	4601
870	30829	4566
871	30855	4529
872	30903	4495
873	30922	4457
874	30945	4420
875	30973	4384
876	31015	4349
877	31048	4314
878	31090	4279
879	31124	4244
880	31145	4206
881	31180	4171
882	31230	4138
883	31278	4104
884	31326	4070
885	31342	4032
886	31363	3995
887	31407	3961
888	31439	3925
889	31478	3890
890	31491	3852
891	31515	3815
892	31528	3777
893	31557	3741
894	31587	3705
895	31624	3670
896	31659	3635
897	31699	3600
898	31729	3564
899	31748	3527
900	31780	3491
901	31816	3456
902	31831	3419
903	31882	3385
904	31896	3348
905	31930	3312
906	31962	3277
907	32004	3242
908	32035	3207
909	32075	3172
910	32110	3137
911	32147	3101
912	32183	3066
913	32207	3030
914	32232	2994
915	32257	2958
916	32288	2922
917	32322	2887
918	32364	2852
919	32407	2818
920	32449	2783
921	32478	2747
922	32503	2711
923	32532	2675
924	32559	2639
925	32578	2603
926	32592	2566
927	32618	2530
928	32632	2493
929	32647	2457
930	32665	2420
931	32691	2385
932	32718	2349
933	32764	2315
934	32805	2280
935	32820	2244
936	32849	2208
937	32879	2173
938	32901	2137
939	32932	2102
940	32967	2067
941	33005	2032
942	33026	1996
943	33047	1960
944	33091	1925
945	33134	1891
946	33173	1856
947	33187	1820
948	33208	1784
949	33238	1749
950	33261	1713
951	33274	1677
952	33321	1643
953	33352	1608
954	33379	1572
955	33420	1538
956	33438	1502
957	33463	1467
958	33477	1431
959	33491	1395
960	33511	1359
961	33538	1324
962	33586	1290
963	33633	1256
964	33647	1220
965	33662	1184
966	33688	1149
967	33721	1114
968	33762	1080
969	33801	1045
970	33816	1009
971	33866	975
972	33898	940
973	33926	905
974	33953	870
975	33980	835
976	34005	800
977	34029	765
978	34073	730
979	34117	696
980	34143	661
981	34157	626
982	34184	591
983	34230	556
984	34275	521
985	34291	486
986	34307	451
987	34354	417
988	34378	382
989	34395	347
990	34436	312
991	34468	277
992	34495	243
993	34518	208
994	34533	173
995	34554	138
996	34568	104
997	34589	69
998	34607	34
999	34623	0
