,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRML3.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,KLBN11.SA,LCAM3.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SULA11.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA
XGBoost,0.015363841880718319,0.031240185232339086,0.015324491096501566,0.019053918376998217,0.01701473820413185,0.043011739124114566,0.025881859541853534,0.1529831074811263,0.034901044628110195,0.03802867015648644,0.021356511322361844,0.018940969906701636,0.2560612888939665,0.03580762812075623,0.28099432520887546,0.023955154096849847,0.04466208219437757,0.06971643833711913,0.22636450046560766,0.048280536271550864,0.052944644441619934,0.02692398537174452,0.010624778005426492,0.022262364240733797,0.02033340331574578,0.03207109664770398,0.01789530316471963,0.03945043834474716,0.013302981973386774,0.021391726666185454,0.06115843244069271,0.029425960955073785,0.03637902398740178,0.07663229515724779,0.03191280523993794,0.02151037792856026,0.014320847050375377,0.016631064803969794,0.09407800293700674,0.058983055201717066,0.01627752629461235,0.023607332820174912,0.03996532642546305,0.15446222149148003,0.1364709290456045,0.0302487779545146,0.020667123202177434,0.051506426370338095,0.05812346483081345,0.05991560191369769,0.16348322548470703,0.03815086579748801,0.017654562256111065,0.02304577352162588,0.0391883505389277,0.018312317364584343,0.02221179067292636,0.04608491316100071,0.02318994522616694,0.024132543695870395,0.018721781556191953,0.06010656130641326,0.03165865228658594,0.07827877998579948,0.13078178878478,0.017459003696792093,0.050623771449575035
LSTM,0.10213820811794433,0.025381487241671538,0.051635687896193654,0.07577395415490812,0.05073471975932884,0.13991174855459276,0.0660633768801627,0.16091782382983552,0.2853645719439825,0.03579813553947345,0.17456873245557217,0.0884062410070704,0.5943376965336227,0.017832687192737815,0.4745040145606978,0.04004452052626462,0.032799249328846314,0.016543843209209676,0.06845479645990978,0.1770291709085905,0.08668411184031644,0.09765560699563539,0.06208196378567863,0.024380330449589316,0.01990083344244058,0.07238223909945253,0.019736369074478257,0.041108122296595495,0.017700793406615768,0.019269022821315977,0.10848571620600966,0.06807466284255816,0.025575339260291135,0.03751407263893558,0.03126484095496771,0.030033827190811664,0.04808200483015044,0.07187037576407908,0.04387247712347339,0.03659420509745538,0.043322791196227096,0.04559643538809143,0.10281959839515213,0.06671745673831657,0.03611421815793875,0.08836327231709905,0.12180601521901739,0.18298484316608135,0.029035862130501005,0.040281149755326505,0.03236106654769162,0.11533995786178029,0.0164838024063957,0.0399770345445748,0.025092608986081535,0.03268329756459272,0.04511038875880371,0.045610221833144095,0.0477466201662084,0.01489539139491958,0.04002103461285184,0.04150126783454358,0.24024129188381219,0.0604259082826836,0.07106272138815871,0.03990358740573527,0.02558936285073923
