ref.date,price.open,price.high,price.low,price.close,volume,price.adjusted,price.open_derivative,price.high_derivative,price.low_derivative,volume_derivative,price.adjusted_derivative,price.open_integral,price.high_integral,price.low_integral,volume_integral,price.adjusted_integral,price.open_moving_average,price.open_std,price.high_moving_average,price.high_std,price.low_moving_average,price.low_std,volume_moving_average,volume_std,price.adjusted_moving_average,price.adjusted_std,price.open^2,price.open*price.high,price.open*price.low,price.open*price.close,price.open*volume,price.open*price.adjusted,price.high^2,price.high*price.low,price.high*price.close,price.high*volume,price.high*price.adjusted,price.low^2,price.low*price.close,price.low*volume,price.low*price.adjusted,price.close^2,price.close*volume,price.close*price.adjusted,volume^2,volume*price.adjusted,price.adjusted^2,high-low,high-close,low-close,close-open,high-open,low-open,preco_fechamento_ant,preco_fechamento_amanha
2015-01-02,3.27,3.27,3.15,3.17,21734100,2.390128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6929,10.6929,10.3005,10.3659,71070507.0,7.81571856,10.6929,10.3005,10.3659,71070507.0,7.81571856,9.9225,9.9855,68462415.0,7.528903199999999,10.0489,68897097.0,7.576705759999999,472371102810000.0,51947280.96479999,5.712711856383999,0.1200000000000001,0.10000000000000009,-0.020000000000000018,-0.10000000000000009,0.0,-0.1200000000000001,0.0,3.083333
2015-01-05,3.143333,3.153333,3.056666,3.083333,34790100,2.324783,-0.12666699999999986,-0.11666700000000008,-0.09333400000000003,13056000.0,-0.06534499999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.880542348889001,9.911975678889,9.608119107778,9.691942368889,109356869.4033,7.307567121739001,9.943509008889,9.638685767778,9.722775698889,109704770.4033,7.330814951739,9.343207035555999,9.424719147778,106341715.80659999,7.106085153478,9.506942388889001,107269463.4033,7.168080141739001,1210351058010000.0,80879433.0483,5.404615997089,0.09666700000000006,0.06999999999999984,-0.02666700000000022,-0.06000000000000005,0.009999999999999787,-0.08666700000000027,3.17,3.113333
2015-01-06,3.066666,3.113333,3.033333,3.113333,49214700,2.347402,-0.07666700000000004,-0.040000000000000036,-0.023333000000000048,14424600.0,0.022619000000000167,9.479999,9.536666,9.239999,105738900.0,7.062313,3.1599996666666663,0.10268647536230513,3.178888666666667,0.08139997725020146,3.0799996666666662,0.061734449234875,35246300.0,13745978.790904634,2.3541043333333334,0.033184080676332196,9.404440355556,9.547552457778,9.302219177778,9.547552457778,150925047.1902,7.198697901732001,9.692842368889,9.443775728889,9.692842368889,153221749.5951,7.308244110866,9.201109088888998,9.443775728889,149284573.5951,7.120451950866,9.692842368889,153221749.5951,7.308244110866,2422086696090000.0,115526685.20940001,5.510296149604001,0.08000000000000007,0.0,-0.08000000000000007,0.04666699999999979,0.04666699999999979,-0.03333300000000028,3.083333,3.236666
2015-01-07,3.133333,3.283333,3.126666,3.236666,24006600,2.440393,0.06666699999999981,0.16999999999999993,0.09333300000000033,-25208100.0,0.0929909999999996,9.343332,9.549999,9.216664999999999,108011400.0,7.112578,3.114444,0.041677967356865755,3.1833329999999997,0.0888819441731557,3.072221666666666,0.04857207321427988,36003800.0,12647801.278087825,2.370859333333333,0.06127073437076868,9.817775688889,10.287775638888998,9.796885757778,10.141552387778,75220671.9978,7.646563919868999,10.780275588889,10.265885657778,10.627052287778,78821661.9978,8.012622869868999,9.776040275556001,10.119973535556001,75060619.9956,7.630293819738,10.476006795556,77701345.9956,7.898737049737999,576316843560000.0,58585538.59379999,5.955517994448999,0.15666699999999967,0.04666699999999979,-0.10999999999999988,0.10333300000000012,0.1499999999999999,-0.0066669999999997565,3.113333,3.193333
2015-01-08,3.296666,3.3,3.19,3.193333,22967700,2.407721,0.16333300000000017,0.016666999999999987,0.06333399999999978,-1038900.0,-0.03267199999999981,9.496665,9.696666,9.349999,96189000.0,7.195516,3.165555,0.11833720024996368,3.232222,0.10329759417818005,3.1166663333333333,0.07881073671989947,32063000.0,14862887.94178305,2.398505333333333,0.04717550110314963,10.868006715556001,10.8789978,10.51636454,10.527352327778,75716835.6882,7.937451958186,10.889999999999999,10.527,10.5379989,75793410.0,7.9454793,10.1761,10.18673227,73266963.0,7.68062999,10.197375648889,73343514.3441,7.688654924093,527515243290000.0,55299813.6117,5.797120413841,0.10999999999999988,0.10666699999999985,-0.0033330000000000304,-0.10333300000000012,0.003333999999999726,-0.10666600000000015,3.236666,3.11
2015-01-09,3.196666,3.216666,3.103333,3.11,17848800,2.344889,-0.10000000000000009,-0.0833339999999998,-0.08666699999999983,-5118900.0,-0.06283200000000022,9.626665,9.799999,9.419999,64823100.0,7.193002999999999,3.208888333333333,0.08234959803382995,3.2666663333333332,0.04409617015493887,3.1399996666666667,0.04484564886734562,21607700.0,3296486.7980927816,2.3976676666666665,0.048539217518758025,10.218673515556,10.282606835556,9.920319087778001,9.94163126,57056652.1008,7.495826940073999,10.346940155556,9.982385747778,10.00383126,57413628.1008,7.542724720073999,9.630675708889001,9.65136563,55390770.050400004,7.276971415037,9.672099999999999,55509768.0,7.292604789999999,318579661440000.0,41853454.783199996,5.498504422320999,0.1133329999999999,0.10666600000000015,-0.0066669999999997565,-0.08666600000000013,0.020000000000000018,-0.09333299999999989,3.193333,3.02
2015-01-12,3.1,3.123333,3.006666,3.02,37890600,2.27703,-0.09666599999999992,-0.09333299999999989,-0.09666700000000006,20041800.0,-0.06785899999999989,9.593332,9.639999,9.299999,78707100.0,7.02964,3.1977773333333332,0.0983377098845269,3.213333,0.08838064770638407,3.0999996666666667,0.09171244311615141,26235700.0,10412891.280043215,2.3432133333333334,0.06536161154939002,9.610000000000001,9.6823323,9.3206646,9.362,117460860.0,7.058793,9.755209028889,9.390819137778001,9.43246566,118344961.3698,7.1119229409899996,9.040040435556,9.08013132,113924378.7396,6.84626868198,9.1204,114429612.0,6.8766305999999995,1435697568360000.0,86278032.918,5.184865620899999,0.11666700000000008,0.10333300000000012,-0.013333999999999957,-0.08000000000000007,0.023333000000000048,-0.09333400000000003,3.11,3.026666
2015-01-13,3.016666,3.126666,3.013333,3.026666,29477700,2.282057,-0.08333400000000024,0.0033330000000000304,0.0066669999999997565,-8412900.0,0.005027000000000115,9.313331999999999,9.466664999999999,9.123332,85217100.0,6.903976,3.1044439999999995,0.09008225048254595,3.1555549999999997,0.052949909943266225,3.0411106666666665,0.053989131279669866,28405700.0,10063812.637862451,2.3013253333333332,0.037810877698532176,9.100273755556,9.432107015556,9.090219207777999,9.130440415556,88924375.3482,6.884203761962,9.776040275556001,9.421685837778,9.463373675556001,92166922.34820001,7.135230031962,9.080175768889,9.120352537778,88826126.1741,6.8765976659809995,9.160707075556001,89219152.34820001,6.907024331962,868934797290000.0,67269791.6289,5.207784151249,0.11333300000000035,0.10000000000000009,-0.013333000000000261,0.010000000000000231,0.11000000000000032,-0.0033330000000000304,3.02,3.086666
2015-01-14,3.0,3.093333,2.983333,3.086666,18569100,2.327296,-0.016665999999999848,-0.03333300000000028,-0.029999999999999805,-10908600.0,0.04523900000000003,9.116666,9.343332,9.003332,85937400.0,6.886383,3.038888666666667,0.053575975822504354,3.114444,0.018358457533246858,3.001110666666667,0.01575265997644537,28645800.0,9687576.258796625,2.295461,0.027684257277377597,9.0,9.279999,8.949999,9.259998,55707300.0,6.981888,9.568709048889,9.228442418889,9.548085797778,57440409.8103,7.199101517568,8.900275788889001,9.208552537778,55397808.8103,6.943098957568,9.527506995556001,57316609.6206,7.183585435136,344811474810000.0,43215792.1536,5.416306671616,0.10999999999999988,0.0066669999999997565,-0.10333300000000012,0.08666600000000013,0.09333299999999989,-0.016666999999999987,3.026666,3.073333
2015-01-15,3.07,3.176666,3.063333,3.073333,29427000,2.317243,0.06999999999999984,0.0833330000000001,0.08000000000000007,10857900.0,-0.01005300000000009,9.086666000000001,9.396665,9.059999,77473800.0,6.926596,3.028888666666667,0.0365656284690087,3.1322216666666667,0.04194337011177519,3.0199996666666666,0.04041451884327541,25824600.0,6283498.45309124,2.3088653333333333,0.02375459438368422,9.4249,9.75236462,9.404432309999999,9.435132309999998,90340890.0,7.11393601,10.091206875556,9.731185787778001,9.762952447778,93479750.382,7.361107051838,9.384009068889,9.414642398889,90144700.191,7.098486950919,9.445375728889,90438970.191,7.121659380919,865948329000000.0,68189509.76099999,5.369615121049,0.1133329999999999,0.10333300000000012,-0.009999999999999787,0.0033330000000000304,0.10666600000000015,-0.0066669999999997565,3.086666,3.166666
