,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRML3.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,KLBN11.SA,LCAM3.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SULA11.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA
XGBoost,0.9198964316568039,0.8474870319577198,0.9181754454031447,0.8312130128978149,0.8453297166527116,0.6074707883719952,0.9461597780160972,0.6607892728206148,0.9227088249638998,0.7893040972230206,0.905563564694524,0.8188108673063073,-4.129685611132656,0.4442417678907632,-6.987158624190787,0.8997906122754729,0.4535226795767161,-0.9577449621138978,-0.9528104751373871,0.9386991549719246,0.7039661554695216,0.9439079053712627,0.9112121519249852,0.8716338508102927,0.9079713215183528,0.9336111014514017,0.9133548310336937,0.7127062049716859,0.8821455894910881,0.7285806433955924,0.7927403152104734,0.92378092269116,0.5477835815379188,-0.24992909575501088,0.8580063181890729,0.938983423051856,0.9074971553365657,0.9491129027817793,-1.4335834762649249,0.6659083457315791,0.8294887129907759,0.7990383820175538,0.8888553794480262,0.8559236617924519,-1.4985955399777775,0.7970231983115361,0.9235000789519554,0.7328694465928192,0.4701393984837664,0.199185029211844,-0.7427842989064484,0.9168547727907563,0.8740623538470433,0.8086082254887001,0.5182196181632135,0.9351596515504317,0.9312348002625305,0.7715361144719898,0.8345845409465616,0.7077693460310395,0.8558526092844194,0.6299972692516782,0.7278690602736841,0.559869188931928,-0.4023690606582282,0.9091068073642504,0.6344868918527942
LSTM,-1.624109895835426,0.8983437642258147,0.34580739773367963,-1.067529977079619,0.0060606321814677955,-2.3225266842692,0.6969001770636346,0.8242514898987013,-5.768751275940118,0.8583376567171742,-4.840097518157315,-1.8253284521644733,-75.69371943672702,0.8908491128661135,-36.29298480718284,0.7546693538856417,0.7403994089851156,0.850550304513781,0.8999210608441186,0.05274619169363992,0.3715188611165199,0.4042448099175536,-1.223766294137831,0.8580455251002154,0.9070631084900185,0.7379537253958777,0.9094991769089247,0.7595031663438293,0.8163742305385112,0.8414975477251954,0.41477099935391104,0.6897558857154776,0.7612193604921137,0.732888198541475,0.8599941335830867,0.9040831124401143,0.19345837132900645,0.48155299037886357,0.45681341578404,0.8684432248355183,0.011783025075106535,0.4406513958516324,0.3591828447692088,0.9775034455874391,0.7967039648812234,-0.4176917280957295,-1.2158614472676819,-2.218601372525057,0.8993072822511062,0.7450707645180124,0.9124174998275876,0.3378668929971197,0.8817814654531629,0.5613051561280373,0.7842276499857203,0.8185840483186029,0.8160943087643753,0.7631926566103184,0.3893255889216237,0.9145867490908506,0.48276972037385524,0.8368647579079304,-15.880093356350354,0.7753437628027583,0.7445002554590557,0.6645996017579483,0.8876945419215106
